Harga Sewa;Lokasi;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Carport;Sertifikat;Daya Listrik;Kamar Tidur Pembantu;Kamar Mandi Pembantu;Garasi;Jumlah Lantai;Kondisi Properti
50000000;Citraland, Surabaya;3;2;135;200;1;SHM;2200;1;1;0;2;Renovasi Minimum
37000000;Wiyung, Surabaya;3;2;60;80;1;SHM;;0;0;0;;
45000000;Taman Kopo Indah, Bandung;2;1;133;120;1;SHM;2200;0;0;0;1;Bagus
110000000;Gunung Batu, Bandung;3;2;174;220;1;SHM;1300;1;1;0;2;Bagus
55000000;Cimahi, Bandung;2;2;52;100;1;SHM;1300;0;0;0;2;Bagus
85000000;Serpong, Tangerang Selatan;3;2;180;150;1;SHM;4400;1;1;1;2;Lainnya
285000000;BSD, Tangerang;4;5;375;300;5;SHM;Lainnya;0;0;2;2;Bagus
275000000;Pantai Indah Kapuk, Jakarta Utara;6;5;120;300;2;SHM;Lainnya;1;1;0;3;Bagus
180000000;Bandengan, Jakarta Utara;5;4;200;350;0;SHM;Lainnya;0;0;0;;Bagus
160000000;Kota Baru Parahyangan, Bandung;3;2;120;140;1;Lainnya;5500;0;1;0;2;Sudah Renovasi
100000000;Alam Sutera, Tangerang;4;3;112;126;2;SHM;4400;1;1;0;2;Bagus
100000000;Alam Sutera, Tangerang;4;3;119;134;1;SHM;4400;1;1;0;2;Bagus
62000000;Cakung, Jakarta Timur;3;2;84;89;2;SHM;Lainnya;0;0;0;2;Bagus
125000000;Kota Baru Parahyangan, Bandung;4;3;308;170;1;SHM;4400;1;1;1;2;Bagus
75000000;Cakung, Jakarta Timur;3;2;4;3;1;PPJB;4400;1;1;0;2;Bagus
90000000;Cakung, Jakarta Timur;4;3;105;116;2;PPJB;3500;1;1;0;2;Bagus
100000000;Cakung, Jakarta Timur;3;3;172;172;2;PPJB;Lainnya;1;1;0;2;Bagus
45000000;Harapan Indah, Bekasi;4;3;77;93;2;PPJB;2200;1;1;0;2;Bagus
52000000;Cakung, Jakarta Timur;3;2;90;120;1;Lainnya;2200;1;1;0;2;Bagus
285000000;Jimbaran, Badung;4;4;285;165;1;SHM;Lainnya;0;0;1;1;Bagus
120000000;Jimbaran, Badung;2;2;101;72;1;SHM;2200;0;0;1;2;Bagus
230000000;Jimbaran, Badung;3;2;135;152;1;SHM;;0;0;;;
54000000;Harapan Indah, Bekasi;4;3;126;120;0;SHM;Lainnya;0;0;0;;
85000000;Metland Puri, Jakarta Barat;3;3;96;132;0;SHM;Lainnya;0;0;0;2;Bagus
63000000;Green Lake City, Jakarta Barat;3;2;90;127;0;SHM;Lainnya;0;0;0;1;Bagus
125000000;Green Lake City, Jakarta Barat;4;3;250;239;0;SHM;Lainnya;0;0;0;2;Bagus
45000000;Green Lake City, Jakarta Barat;2;2;48;67;0;SHM;Lainnya;0;0;0;;
80000000;Green Lake City, Jakarta Barat;3;3;144;167;0;SHM;Lainnya;0;0;0;2;Bagus
130000000;BSD, Tangerang;5;4;128;166;2;PPJB;Lainnya;0;0;0;3;Bagus
55000000;Green Lake City, Jakarta Barat;2;1;48;80;1;Hak Sewa;Lainnya;0;0;0;2;Bagus
155000000;Rancamaya, Bogor;3;3;1850;580;0;SHM;10000;0;0;0;1;Bagus
65000000;Antapani, Bandung;5;4;113;180;1;SHM;;0;0;0;;
85000000;Kota Baru Parahyangan, Bandung;2;1;94;70;1;SHM;Lainnya;0;0;0;1;Bagus
65000000;Kelapa Gading, Jakarta Utara;3;3;45;87;1;SHM;;0;0;0;;
53000000;Summarecon Bekasi, Bekasi;3;4;126;127;0;SHM;5500;0;0;2;2;Bagus
700000000;Menteng, Jakarta Pusat;4;4;340;440;4;SHM;;;;0;;
43000000;Gading Serpong, Tangerang;2;2;66;60;1;Lainnya;;0;0;0;;
95000000;Legok, Tangerang;4;3;128;166;2;PPJB;2200;1;1;2;2;Bagus
62000000;Cakung, Jakarta Timur;3;2;84;89;1;SHM;Lainnya;0;0;0;2;Bagus
50000000;Green Lake City, Jakarta Barat;2;2;67;84;0;SHM;Lainnya;0;0;0;;
25000000;CitraLand Surabaya;2;1;72;42;1;Lainnya;2200;0;0;0;1;Sudah Renovasi
145000000;Pakuwon Indah, Surabaya;3;3;216;150;2;SHM;Lainnya;1;1;0;2;Bagus
200000000;Solo Baru, Solo;3;2;540;600;0;SHM;5500;1;1;2;2;Bagus
300000000;Sanur, Denpasar;2;2;150;100;1;Lainnya;;0;0;;;
185000000;Kota Baru Parahyangan, Bandung;4;4;392;301;2;SHM;4400;1;1;2;2;Bagus
185000000;Kota Baru Parahyangan, Bandung;5;5;392;301;2;SHM;Lainnya;0;0;2;2;Bagus
300000000;Dago, Bandung;3;3;300;175;2;SHM;Lainnya;0;0;0;2;Bagus
190000000;Tebet, Jakarta Selatan;4;3;265;200;2;SHM;4400;1;1;1;1;Bagus
770000000;Pondok Indah, Jakarta Selatan;4;3;380;480;2;SHM;Lainnya;0;0;3;2;Bagus
450000000;Pejaten, Jakarta Selatan;5;4;850;550;3;SHM;Lainnya;3;1;2;;Bagus
670000000;Pondok Indah, Jakarta Selatan;4;4;520;580;4;SHM;Lainnya;3;1;2;2;Bagus
730000000;Kebayoran Baru, Jakarta Selatan;4;4;400;750;0;SHM;Lainnya;3;1;3;2;Bagus
800000000;Kemang, Jakarta Selatan;5;5;600;550;2;SHM;Lainnya;1;2;2;2;Sudah Renovasi
120000000;Muara Karang, Jakarta Utara;4;2;150;150;1;SHM;3500;0;0;0;1;Bagus
350000000;BSD, Tangerang;4;4;200;358;1;PPJB;Lainnya;1;1;1;3;Bagus
95000000;Kelapa Gading, Jakarta Utara;3;2;102;200;2;Lainnya;4400;0;0;0;2;Bagus
90000000;Kelapa Gading, Jakarta Utara;3;2;102;180;2;SHM;2200;1;1;0;2;Bagus
65000000;Surabaya Kota, Surabaya;4;3;300;240;1;SHM;Lainnya;0;0;0;1;Bagus
525000000;Surabaya Kota, Surabaya;5;4;390;430;2;SHM;Lainnya;0;0;0;2;Bagus
160000000;Sentul City, Bogor;4;3;320;200;1;Hak Sewa;Lainnya;0;0;1;2;Bagus
65000000;Cakung, Jakarta Timur;4;3;192;250;1;SHM;;0;0;0;;
500000000;Ampera, Jakarta Selatan;4;3;500;350;2;SHM;16500;2;1;4;2;Bagus
40000000;Taman Kopo Indah, Bandung;2;1;96;65;1;SHM;Lainnya;0;0;0;1;Bagus
60000000;Kelapa Gading, Jakarta Utara;4;1;120;150;2;SHM;2200;2;2;0;2;Bagus
50000000;Bintaro, Tangerang Selatan;2;1;90;72;1;Lainnya;1300;0;0;0;1;Bagus
300000000;Radio Dalam, Jakarta Selatan;5;5;220;500;3;SHM;Lainnya;0;0;2;2;Bagus
325000000;Kemang, Jakarta Selatan;4;4;397;279;2;SHM;6600;2;2;1;2;Bagus
900000000;Pondok Indah, Jakarta Selatan;4;4;2100;800;3;SHM;Lainnya;2;1;3;2;Bagus
230000000;Kemang, Jakarta Selatan;3;4;250;230;0;SHM;7700;1;1;2;2;Sudah Renovasi
104000000;Pondok Indah, Jakarta Selatan;5;5;844;1400;3;Lainnya;23000;2;3;10;2;Bagus
80000000;Kelapa Gading, Jakarta Utara;3;2;170;150;2;Lainnya;3500;1;1;0;1;Bagus
190000000;Kebayoran Baru, Jakarta Selatan;3;4;105;150;1;SHM;Lainnya;0;0;1;2;Bagus
186000000;Cilandak, Jakarta Selatan;3;3;200;180;3;SHM;Lainnya;1;1;0;2;Sudah Renovasi
90000000;Lebak Bulus, Jakarta Selatan;4;3;114;120;2;SHM;2200;0;0;0;2;Bagus
97000000;Denpasar Barat, Denpasar;4;2;108;170;1;SHM;;;;;;
150000000;Kebayoran Baru, Jakarta Selatan;5;5;252;356;1;SHM;Lainnya;0;0;0;2;Bagus
120000000;Pantai Indah Kapuk 2, Jakarta Utara;4;3;120;176;0;Lainnya;Lainnya;1;1;0;2;Baru
85000000;Pantai Indah Kapuk, Jakarta Utara;2;2;48;64;0;SHM;Lainnya;0;0;0;2;Bagus
160000000;Kelapa Gading, Jakarta Utara;6;5;239;717;0;SHM;Lainnya;0;0;0;3;Bagus
40000000;Pamulang, Tangerang Selatan;2;2;72;43;1;SHM;2200;0;0;0;2;Bagus
35000000;Pantai Indah Kapuk, Jakarta Utara;2;2;45;62;1;PPJB;2200;0;0;0;2;Bagus
35000000;Citraland, Surabaya;2;2;90;90;1;Lainnya;Lainnya;0;0;0;1;Bagus
85000000;Citraland, Surabaya;3;2;84;100;1;Lainnya;Lainnya;0;0;0;2;Bagus
90000000;Pantai Indah Kapuk, Jakarta Utara;3;2;75;150;1;PPJB;3300;1;1;0;2;Bagus
285000000;Pantai Indah Kapuk, Jakarta Utara;3;4;75;135;1;HGB;7600;1;1;0;3;Bagus
1000000000;Kebayoran Baru, Jakarta Selatan;3;5;829;800;4;SHM;Lainnya;0;0;4;2;Renovasi Total
130000000;Kayu Putih, Jakarta Timur;3;3;500;200;2;SHM;Lainnya;1;2;2;2;Bagus
375000000;Pantai Indah Kapuk, Jakarta Utara;4;4;230;380;2;SHM;Lainnya;1;1;1;2;Bagus
65000000;Kota Baru Parahyangan, Bandung;3;2;126;175;1;Lainnya;Lainnya;1;1;0;2;Bagus
17000000;Cipondoh, Tangerang;1;1;45;45;0;Lainnya;1300;0;0;0;;Bagus
110000000;Kota Baru Parahyangan, Bandung;3;1;162;97;1;SHM;2200;1;1;1;1;Bagus
80000000;Kota Baru Parahyangan, Bandung;3;2;165;99;0;HGB;Lainnya;0;0;0;1;Bagus
35000000;Taman Kopo Indah, Bandung;2;1;84;45;0;SHM;2200;0;0;0;;
175000000;Bendungan Hilir, Jakarta Pusat;4;3;140;250;0;SHM;Lainnya;0;0;0;2;Bagus
500000000;Kemang, Jakarta Selatan;4;3;800;650;2;SHM;22000;2;1;2;1;Bagus
57000000;Kemang, Jakarta Selatan;5;5;550;480;2;SHM;23000;1;2;2;2;Bagus
55000000;Cakung, Jakarta Timur;3;3;120;123;1;SHM;;;;0;;
55000000;Manyar, Surabaya;3;3;96;140;1;SHM;Lainnya;0;0;0;2;Bagus
135000000;Kota Baru Parahyangan, Bandung;4;2;162;200;2;SHM;5500;0;0;0;2;Bagus
180000000;Kota Baru Parahyangan, Bandung;3;2;165;250;2;SHM;4400;0;0;0;2;Bagus
135000000;Tebet, Jakarta Selatan;4;3;135;137;0;SHM;Lainnya;0;0;2;2;Bagus
120000000;Jimbaran, Badung;3;2;102;70;0;SHM;2200;0;0;1;2;Bagus
85000000;BSD, Tangerang;3;3;86;93;2;Lainnya;Lainnya;0;0;0;2;Sudah Renovasi
550000000;Cipete, Jakarta Selatan;4;3;590;350;2;SHM;16500;2;1;2;1;Lainnya
165000000;Denpasar Barat, Denpasar;3;2;64;72;0;SHM;4400;0;0;0;1;Bagus
25000000;Tembalang, Semarang;2;1;120;100;0;SHM;1300;0;0;0;1;Butuh Renovasi
2000000;Kebayoran Lama, Jakarta Selatan;2;1;70;85;0;SHM;Lainnya;0;0;0;2;Bagus
330000000;Sanur, Denpasar;2;3;250;150;1;Lainnya;Lainnya;0;0;1;1;Bagus
450000000;Senayan, Jakarta Selatan;4;3;231;400;1;SHM;Lainnya;0;0;2;2;Bagus
400000000;Senopati, Jakarta Selatan;4;2;336;250;2;SHM;Lainnya;0;0;2;1;Bagus
85000000;Sunter, Jakarta Utara;3;2;90;150;1;SHM;Lainnya;0;0;0;2;Bagus
390000000;Tebet, Jakarta Selatan;8;7;500;800;2;SHM;;;;;;
900000000;Senopati, Jakarta Selatan;4;3;400;500;2;Lainnya;Lainnya;0;0;2;2;Bagus
165000000;Pondok Indah, Jakarta Selatan;3;2;200;300;0;SHM;Lainnya;0;0;2;2;Bagus
850000000;Kebayoran Baru, Jakarta Selatan;4;3;900;400;8;SHM;Lainnya;0;0;0;2;Sudah Renovasi
65000000;Kota Baru Parahyangan, Bandung;3;2;120;94;1;SHM;1300;0;0;0;2;Bagus
250000000;Cilandak, Jakarta Selatan;3;3;200;200;3;SHM;;0;0;0;;
180000000;Pantai Indah Kapuk, Jakarta Utara;3;3;150;200;2;Hak Sewa;4400;1;1;0;2;Bagus
75000000;Pantai Indah Kapuk 2, Jakarta Utara;3;3;75;107;2;Hak Sewa;4400;1;1;0;2;Bagus
52000000;Pantai Indah Kapuk 2, Jakarta Utara;2;1;60;79;1;Hak Sewa;4400;1;1;0;2;Bagus
78000000;BSD, Tangerang;2;2;85;70;1;SHM;3500;0;0;1;2;Bagus
300000000;Sanur, Denpasar;3;4;230;170;1;Lainnya;Lainnya;0;0;1;1;Bagus
27000000;Ubud, Gianyar;2;2;250;150;0;SHM;3500;0;0;1;1;Baru
150000000;Kelapa Gading, Jakarta Utara;5;5;300;315;2;SHM;2200;0;0;0;2;Bagus
55000000;Puri Gading, Badung;2.0;1.0;100;70;0;SHM;Lainnya;0;0;1;1;Bagus
40000000;Waru, Sidoarjo;3.0;2.0;180;180;0;SHM;Lainnya;0;0;0;1;Bagus
45000000;Sambikerep, Surabaya;3.0;3.0;90;90;0;HGB;Lainnya;0;0;0;2;Bagus
70000000;Mulyorejo, Surabaya;5.0;2.0;135;180;1;HGB;Lainnya;0;0;1;2;Renovasi Minimum
240000000;BSD De Park, Tangerang;5.0;4.0;300;280;0;Lainnya;Lainnya;0;0;0;;
200000000;BSD The Green, Tangerang;6.0;5.0;320;300;1;SHM;Lainnya;0;0;0;2;Bagus
80000000;Turangga, Bandung;4.0;3.0;300;200;1;SHM;;0;0;0;;
150000000;Bandung Utara, Bandung;3.0;3.0;180;300;1;SHM;7700;1;1;2;3;Lainnya
45000000;Kesambi, Cirebon;3.0;3.0;135;70;0;SHM;2200;0;1;0;1;Bagus
70000000;Sarijadi, Bandung;3.0;2.0;220;200;1;SHM;2200;1;1;1;2;Bagus
80000000;Semarang Tengah, Semarang;3.0;2.0;130;70;3;SHM;;0;0;0;;
90000000;Kayu Putih, Jakarta Timur;4.0;3.0;135;200;1;SHM;;0;0;;;
240000000;Jeruk Purut, Jakarta Selatan;4.0;3.0;220;200;4;SHM;;;;;;
170000000;Jakarta Garden City, Jakarta Timur;4.0;3.0;105;116;2;SHM;;;;0;;
170000000;Gede Bage, Bandung;4.0;3.0;190;215;2;SHM;Lainnya;0;0;1;2;Bagus
55000000;Umbulharjo, Yogyakarta;5.0;5.0;90;180;1;SHM;Lainnya;0;0;0;1;Bagus
200000000;Cengkareng Barat, Jakarta Barat;;;676;676;2;SHM;2200;1;1;0;1;Renovasi Total
450000000;Bangka, Jakarta Selatan;3.0;4.0;270;400;0;SHM;6600;0;1;1;2;Bagus
150000000;Mekar Wangi, Bandung;4.0;4.0;300;400;2;HGB;4400;1;1;1;2;Bagus
60000000;Denpasar Utara, Denpasar;3.0;2.0;60;102;1;SHM;;0;0;0;;
115000000;patra kuningan, Jakarta Selatan;4.0;4.0;554;663;2;SHM;Lainnya;0;0;2;1;Bagus
125000000;BSD Puspita Loka, Tangerang;4.0;3.0;300;300;0;SHM;7700;2;1;0;2;Bagus
33000000;Pondok Tjandra, Sidoarjo;2.0;1.0;140;120;1;SHM;2200;1;1;0;1;Bagus
200000000;Kembangan Selatan, Jakarta Barat;4.0;3.0;160;360;1;SHM;Lainnya;0;0;1;3;Lainnya
75000000;Nginden, Surabaya;3.0;2.0;300;250;1;SHM;;;;;;
400000000;Babatan, Surabaya;;2.0;420;400;10;SHM;4400;0;0;0;2;Baru
35000000;Tandes, Surabaya;2.0;1.0;135;105;1;SHM;Lainnya;0;0;0;;Sudah Renovasi
175000000;Panjang Jiwo, Surabaya;4.0;3.0;600;400;4;SHM;;0;0;0;;
250000000;Gayungan, Surabaya;5.0;4.0;403;400;2;SHM;Lainnya;0;0;1;2;Bagus
110000000;Tenggilis Mejoyo, Surabaya;4.0;3.0;200;300;1;SHM;Lainnya;0;0;1;2;Bagus
2000000;Depok II, Depok;2.0;1.0;73;45;1;SHM;Lainnya;0;0;0;1;Lainnya
78000000;Semanan, Jakarta Barat;3.0;3.0;105;140;1;Lainnya;Lainnya;0;0;0;3;Sudah Renovasi
150000000;Masale, Makassar;4.0;3.0;119;357;2;SHM;;;;;;
220000000;Muka Kuning, Batam;4.0;3.0;309;207;0;HGB;4400;1;1;0;2;Bagus
150000000;Kota Wisata, Bogor;3.0;3.0;240;198;1;Lainnya;2200;1;1;1;2;Bagus
65000000;Singgasana, Bandung;4.0;3.0;162;180;1;SHM;Lainnya;0;0;1;2;Lainnya
125000000;Kerobokan Kelod, Badung;2.0;2.0;90;60;0;SHM;Lainnya;0;0;;;
120000000;Wisata Bukit Mas, Surabaya;5.0;4.0;240;350;2;SHM;Lainnya;0;0;1;1;Bagus
32000000;Gading Serpong Virginia Village, Tangerang;2.0;2.0;32;40;1;SHM;;0;0;0;;
280000000;Duren Tiga, Jakarta Selatan;4.0;4.0;360;400;2;SHM;11000;1;1;1;2;Baru
250000000;Pejaten Timur, Jakarta Selatan;6.0;5.0;700;500;6;SHM;Lainnya;0;0;2;2;Bagus
285000000;Cijantung, Jakarta Timur;13.0;9.0;1000;800;10;SHM;Lainnya;1;3;4;3;Sudah Renovasi
250000000;Kuta, Badung;1.0;3.0;350;350;2;SHM;5500;1;0;3;1;Bagus
38000000;Villa Melati Mas, Tangerang Selatan;2.0;1.0;120;100;1;Lainnya;Lainnya;1;0;0;1;Bagus
47000000;Taman Surya, Jakarta Barat;3.0;2.0;72;60;1;SHM;2200;0;0;0;2;Bagus
75000000;Bukit Sari, Semarang;3.0;3.0;290;250;2;SHM;Lainnya;1;2;1;2;Bagus
50000000;Gardu Jati, Bandung;5.0;2.0;130;110;0;SHM;1300;0;0;0;;
185000000;Pemogan, Denpasar;3.0;3.0;105;106;1;SHM;;0;0;0;;
50000000;Condet, Jakarta Timur;4.0;3.0;100;200;1;SHM;;0;0;0;;
45000000;Manahan, Solo;4.0;3.0;96;130;1;SHM;1300;0;0;0;2;Bagus
40000000;Percut Sei Tuan, Deli Serdang;2.0;2.0;90;60;1;SHM;2200;0;0;0;2;Bagus
225000000;Setra Murni, Bandung;4.0;4.0;476;500;1;SHM;;0;0;0;;
28000000;Ciwastra, Bandung;2.0;2.0;60;80;1;SHM;1300;0;0;0;2;Bagus
65000000;Gading Serpong Samara Village, Tangerang;4.0;3.0;63;120;2;SHM;Lainnya;0;0;0;2;Bagus
110000000;Cigadung, Bandung;3.0;2.0;100;100;1;SHM;2200;0;0;1;3;Bagus
75000000;Sukaluyu, Bandung;9.0;3.0;128;240;1;SHM;2200;0;0;0;2;Bagus
400000000;Medan Petisah, Medan;4.0;3.0;580;179;2;SHM;13900;0;0;2;1;Renovasi Minimum
375000000;S Parman, Jakarta Barat;5.0;5.0;300;375;2;Lainnya;Lainnya;0;0;2;2;Bagus
85000000;Graha, Surabaya;3.0;3.0;128;200;1;SHM;Lainnya;0;0;0;2;Renovasi Minimum
85000000;Setra Sari, Bandung;6.0;4.0;220;300;4;Lainnya;Lainnya;0;0;0;2;Sudah Renovasi
650000000;Tanah Lot, Tabanan;3.0;4.0;350;300;2;Hak Sewa;;;;0;;
25000000;Parung Panjang, Bogor;3.0;2.0;72;70;1;HGB;2200;0;0;0;2;Bagus
30000000;Babakan, Tangerang;2.0;1.0;98;96;1;SHM;1300;1;1;0;1;Sudah Renovasi
70000000;Mantrijeron, Yogyakarta;3.0;3.0;136;120;1;SHM;3500;0;0;0;1;Bagus
80000000;Simpang Lima, Semarang;4.0;2.0;200;200;0;SHM;2200;2;1;1;2;Bagus
57000000;Citra Grand, Jakarta Timur;3.0;2.0;128;110;2;SHM;2200;1;1;0;2;Bagus
32000000;Ciomas, Bogor;3.0;2.0;329;150;2;SHM;3300;0;0;2;1;Bagus
39000000;Gading Serpong La Bella Village, Tangerang;3.0;2.0;72;142;2;HGB;2200;0;0;0;2;Bagus
37000000;Jaka Sampurna, Bekasi;3.0;2.0;200;180;1;SHM;2200;1;0;0;1;Bagus
70000000;Graha Raya, Tangerang Selatan;3.0;3.0;120;126;1;SHM;2200;1;1;0;2;Bagus
60000000;Graha Raya Bintaro, Tangerang Selatan;3.0;2.0;72;100;1;SHM;2200;0;0;0;2;Bagus
55000000;Dieng, Malang;2.0;1.0;105;60;1;HGB;Lainnya;0;0;0;1;Bagus
20000000;Babelan, Bekasi;2.0;1.0;60;45;1;HGB;Lainnya;0;0;0;1;Sudah Renovasi
71000000;Cut Mutia, Bekasi;3.0;3.0;135;130;1;SHM;;;;0;;
70000000;BSD Eminent, Tangerang;;3.0;84;82;0;PPJB;4400;0;0;0;2;Bagus
40000000;Pulogebang, Jakarta Timur;3.0;2.0;150;100;0;SHM;2200;;0;;;
28000000;Harapan Mulya, Bekasi;3.0;2.0;90;54;0;SHM;Lainnya;0;0;0;1;Bagus
49000000;BSD Green Wich, Tangerang;3.0;2.0;77;70;0;Lainnya;2200;0;0;0;2;Bagus
65000000;BSD Delatinos, Tangerang;2.0;1.0;112;75;1;SHM;2200;0;0;0;2;Bagus
60000000;BSD Vanya Park, Tangerang;4.0;2.0;32;90;0;Lainnya;2200;0;0;0;3;Lainnya
47000000;Bandung Timur, Bandung;2.0;2.0;106;122;1;Lainnya;Lainnya;0;0;0;2;Lainnya
40000000;Duta Garden, Tangerang;2.0;2.0;112;90;1;SHM;Lainnya;0;0;1;1;Lainnya
400000000;Suci, Bandung;17.0;9.0;975;1000;10;SHM;;0;0;0;;
125000000;Miroto, Semarang;5.0;4.0;200;300;3;SHM;;;;;;
75000000;Cicaheum, Bandung;4.0;3.0;119;120;2;SHM;2200;0;0;0;2;Bagus
35000000;Talun, Cirebon;2.0;1.0;91;52;0;SHM;2200;0;0;0;;
25000000;Dau, Malang;3.0;2.0;72;83;1;SHM;2200;0;0;0;2;Bagus
85000000;Pasir Luyu, Bandung;3.0;2.0;272;242;2;SHM;Lainnya;0;0;2;1;Sudah Renovasi
170000000;Setra Indah, Bandung;4.0;3.0;325;500;2;SHM;;;;;;
45000000;Cilegon Indah, Cilegon;3.0;2.0;90;120;0;SHM;Lainnya;0;0;0;2;Bagus
70000000;Awiligar, Bandung;3.0;2.0;100;60;1;SHM;2200;0;0;0;2;Bagus
170000000;Dago Pakar, Bandung;3.0;3.0;409;300;2;SHM;3500;2;1;2;3;Bagus
320000000;Green garden, Jakarta Barat;4.0;3.0;375;450;0;HGB;Lainnya;1;0;0;2;Bagus
135000000;Ketintang, Surabaya;3.0;3.0;315;350;1;SHM;2200;1;1;0;2;Bagus
2000000;Krukut, Depok;2.0;2.0;41;80;1;SHM;;;0;;;
150000000;Sukapura, Cirebon;5.0;6.0;200;300;3;SHM;5500;1;1;1;2;Bagus
27000000;Tapos, Depok;2.0;1.0;80;70;1;SHM;;0;0;;;
80000000;Kramat Jati, Jakarta Timur;4.0;3.0;68;120;0;SHM;2200;1;1;1;2;Sudah Renovasi
40000000;Medan Tembung, Medan;3.0;2.0;72;150;1;SHM;2200;0;0;0;3;Bagus
45000000;Bojong Sari, Depok;2.0;2.0;84;90;1;SHM;2200;0;0;0;2;Bagus
120000000;Pulo Asem, Jakarta Timur;4.0;3.0;135;200;0;SHM;Lainnya;0;0;1;2;Renovasi Minimum
12000000000;Semer, Badung;4.0;4.0;800;1275;2;Hak Sewa;16500;2;2;0;2;Bagus
60000000;Rancamanyar, Bandung;4.0;2.0;168;168;2;SHM;4400;1;0;0;1;Bagus
450000000;BSD Telaga Golf, Tangerang;5.0;4.0;500;600;2;SHM;Lainnya;0;0;2;2;Bagus
75000000;Lidah Wetan, Surabaya;4.0;3.0;161;207;2;SHM;3500;1;1;0;2;Bagus
110000000;Pulasaren, Cirebon;3.0;2.0;326;175;5;SHM;2200;1;1;0;1;Bagus
25000000;Banyuanyar, Solo;3.0;1.0;89;80;1;SHM;1300;0;0;0;1;Bagus
185000000;Lembang, Bandung Barat;8.0;4.0;2200;450;25;SHM;5500;1;1;0;1;Bagus
300000000;Dr Cipto Mangunkusomo, Semarang;8.0;5.0;500;350;0;SHM;;0;0;0;1;Lainnya
90000000;Tamansari, Bogor;2.0;1.0;1200;120;16;SHM;4400;0;0;0;1;Bagus
4000000000;Kerobokan Kaja, Badung;10.0;10.0;1080;300;5;Hak Sewa;;0;0;0;;
50000000;Muntilan, Magelang;1.0;2.0;100;90;1;SHM;900;0;0;0;1;Renovasi Minimum
300000000;Undaan, Surabaya;2.0;2.0;300;350;4;Lainnya;4400;0;0;0;1;Bagus
70000000;Jurangmangu, Tangerang;4.0;3.0;150;170;2;SHM;3500;1;1;0;2;Bagus
150000000;Banjarsari, Surakarta;3.0;3.0;1040;400;8;SHM;Lainnya;2;0;1;1;Butuh Renovasi
60000000;Gading Serpong Cluster Bohemia, Tangerang;4.0;3.0;90;79;1;SHM;7700;0;0;0;2;Bagus
35000000;Manyar, Gresik;3.0;1.0;193;45;0;Lainnya;Lainnya;0;0;0;1;Lainnya
325000000;Beraban, Tabanan;2.0;2.0;135;131;0;SHM;5500;0;0;0;;Baru
90000000;Jelupang, Tangerang;3.0;4.0;90;172;0;SHM;Lainnya;0;0;1;3;Renovasi Minimum
18000000;Buring, Malang;3.0;2.0;140;100;1;SHM;1300;0;0;0;1;Sudah Renovasi
22000000;Bandung Barat, Bandung;2.0;1.0;96;60;2;SHM;;0;0;0;;
105000000;Veteran, Jakarta Selatan;3.0;2.0;113;110;1;SHM;3500;2;2;0;2;Bagus
90000000;Cipedak, Jakarta Selatan;4.0;3.0;120;180;1;SHM;2200;0;0;1;2;Bagus
100000000;Tlogosari, Semarang;4.0;3.0;200;315;1;SHM;7700;0;0;1;2;Bagus
36000000;Katulampa, Bogor;2.0;1.0;96;72;0;SHM;1300;0;0;0;;Bagus
25000000;Sungailiat, Bangka;2.0;1.0;3000;100;5;SHM;1300;0;0;0;1;Sudah Renovasi
1000000000;BSD Graha Raya, Tangerang;3.0;2.0;105;75;0;SHM;2200;0;0;0;1;Bagus
300000000;BSD Bukit Golf, Tangerang;4.0;3.0;360;266;2;SHM;Lainnya;1;1;1;2;Bagus
67000000;Cireundeu, Tangerang;3.0;3.0;200;250;1;SHM;3300;1;1;1;2;Bagus
220000000;Jangli, Semarang;3.0;3.0;144;200;2;SHM;Lainnya;0;0;0;2;Bagus
48000000;Tajur, Bogor;3.0;2.0;119;76;1;SHM;1300;0;0;0;2;Bagus
75000000;Kesenden, Cirebon;4.0;2.0;682;221;0;SHM;5500;0;0;0;;Bagus
375000000;Ambengan, Surabaya;5.0;3.0;560;390;8;SHM;10000;2;1;3;2;Renovasi Minimum
48000000;Gading Serpong Elista Village, Tangerang;;;60;80;0;SHM;2200;0;0;0;1;Bagus
130000000;Danginpuri Kaja, Denpasar;3.0;3.0;300;325;1;SHM;;;;;;
90000000;Citarum, Semarang;4.0;4.0;340;240;1;SHM;3300;0;0;1;1;Bagus
27000000;Pamularsih, Semarang;3.0;4.0;150;100;1;SHM;Lainnya;0;0;0;1;Bagus
25000000;Curugbitung, Lebak;2.0;1.0;72;40;0;Lainnya;2200;0;0;0;2;Baru
50000000;Mandalajati, Bandung;3.0;2.0;126;100;1;SHM;Lainnya;0;0;1;1;Bagus
120000000;Drajat, Cirebon;3;3;700;700;0;SHM;4400;0;0;5;1;Bagus
600000000;Bondongan, Bogor;1;1;2400;400;2;SHM;5500;1;1;2;1;Bagus
48000000;Gading Serpong Karelia Village, Tangerang;3;3;77;78;1;PPJB;Lainnya;0;0;0;2;Bagus
55000000;Rumbai, Pekanbaru;5;3;600;150;5;Lainnya;Lainnya;0;0;2;1;Bagus
32000000;Danurejan, Yogyakarta;2;1;80;50;1;SHM;Lainnya;0;0;0;1;Bagus
220000000;Sibang Gede, Badung;3;2;200;130;0;Lainnya;Lainnya;0;0;0;1;Bagus
